"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"KZ000036870","ALMATY, KZ","2014-08-30","72","85","57"
"KZ000036870","ALMATY, KZ","2014-08-31","77","91","59"
"KZ000036870","ALMATY, KZ","2014-09-01","82","97","69"
"KZ000036870","ALMATY, KZ","2014-09-02","80","93",
"KZ000036870","ALMATY, KZ","2014-09-03","71","81",
"KZ000036870","ALMATY, KZ","2014-09-04","65","77",
"KZ000036870","ALMATY, KZ","2014-09-05","67","79","54"
"KZ000036870","ALMATY, KZ","2014-09-06","69","81","57"
"KZ000036870","ALMATY, KZ","2014-09-07","69","78",
"KZ000036870","ALMATY, KZ","2014-09-08","72","85","54"
"KZ000036870","ALMATY, KZ","2014-09-09","72","84",
"KZ000036870","ALMATY, KZ","2014-09-10","66","79",
"KZ000036870","ALMATY, KZ","2014-09-11","54","65",
"KZ000036870","ALMATY, KZ","2014-09-12","55","67","42"
"KZ000036870","ALMATY, KZ","2014-09-13","56","69","43"
"KZ000036870","ALMATY, KZ","2014-09-14","60","74","44"
"KZ000036870","ALMATY, KZ","2014-09-15","63","74","52"
"KZ000036870","ALMATY, KZ","2014-09-16","64","75","53"
"KZ000036870","ALMATY, KZ","2014-09-17","70","83","54"
"KZ000036870","ALMATY, KZ","2014-09-18","74","90",
"KZ000036870","ALMATY, KZ","2014-09-19","50","55",
"KZ000036870","ALMATY, KZ","2014-09-20","52","63","40"
"KZ000036870","ALMATY, KZ","2014-09-21","55","65","43"
"KZ000036870","ALMATY, KZ","2014-09-22","60","69","45"
"KZ000036870","ALMATY, KZ","2014-09-23","62","70","54"
"KZ000036870","ALMATY, KZ","2014-09-24","62","67","54"
"KZ000036870","ALMATY, KZ","2014-09-25","65","77",
"KZ000036870","ALMATY, KZ","2014-09-26","69","81","51"
"KZ000036870","ALMATY, KZ","2014-09-27","69","84",
"KZ000036870","ALMATY, KZ","2014-09-28","61","71","55"
"KZ000036870","ALMATY, KZ","2014-09-29","60","69",
"KZ000036870","ALMATY, KZ","2014-09-30","63","76","48"
"KZ000036870","ALMATY, KZ","2014-10-01","57","62",
"KZ000036870","ALMATY, KZ","2014-10-02","56","65","50"
"KZ000036870","ALMATY, KZ","2014-10-03","60","71","50"
"KZ000036870","ALMATY, KZ","2014-10-04","46",,
"KZ000036870","ALMATY, KZ","2014-10-05","50","59","37"
"KZ000036870","ALMATY, KZ","2014-10-06","56","65","46"
"KZ000036870","ALMATY, KZ","2014-10-07","54","62",
"KZ000036870","ALMATY, KZ","2014-10-08","39",,
"KZ000036870","ALMATY, KZ","2014-10-09","36","40",
"KZ000036870","ALMATY, KZ","2014-10-10","39","51","28"
"KZ000036870","ALMATY, KZ","2014-10-11","45","58","31"
"KZ000036870","ALMATY, KZ","2014-10-12","51","65","36"
"KZ000036870","ALMATY, KZ","2014-10-13","51","63","39"
"KZ000036870","ALMATY, KZ","2014-10-14","52","66","39"
"KZ000036870","ALMATY, KZ","2014-10-15","55","68","43"
"KZ000036870","ALMATY, KZ","2014-10-16","56","69","45"
"KZ000036870","ALMATY, KZ","2014-10-17","56","71","44"
"KZ000036870","ALMATY, KZ","2014-10-18","57","71","44"
"KZ000036870","ALMATY, KZ","2014-10-19","65","76","51"
"KZ000036870","ALMATY, KZ","2014-10-20","63","76","52"
"KZ000036870","ALMATY, KZ","2014-10-21","48",,
"KZ000036870","ALMATY, KZ","2014-10-22","53","64","39"
"KZ000036870","ALMATY, KZ","2014-10-23","60","73","47"
"KZ000036870","ALMATY, KZ","2014-10-24","49",,
"KZ000036870","ALMATY, KZ","2014-10-25","53","64","43"
"KZ000036870","ALMATY, KZ","2014-10-26","51","67",
"KZ000036870","ALMATY, KZ","2014-10-27","26",,
"KZ000036870","ALMATY, KZ","2014-10-28","26","27","22"
"KZ000036870","ALMATY, KZ","2014-10-29","28",,
"KZ000036870","ALMATY, KZ","2014-10-30","29","36","23"
"KZ000036870","ALMATY, KZ","2014-10-31","35","45","25"
"KZ000036870","ALMATY, KZ","2014-11-01","41","55","29"
"KZ000036870","ALMATY, KZ","2014-11-02","50","63","36"
"KZ000036870","ALMATY, KZ","2014-11-03","53","64","40"
"KZ000036870","ALMATY, KZ","2014-11-04","51","61",
"KZ000036870","ALMATY, KZ","2014-11-05","50","62","39"
"KZ000036870","ALMATY, KZ","2014-11-06","45","51",
"KZ000036870","ALMATY, KZ","2014-11-07","37","38","35"
"KZ000036870","ALMATY, KZ","2014-11-08","34","35",
"KZ000036870","ALMATY, KZ","2014-11-09","35","40",
"KZ000036870","ALMATY, KZ","2014-11-10","34","40",
"KZ000036870","ALMATY, KZ","2014-11-11","31","38","27"
"KZ000036870","ALMATY, KZ","2014-11-12","33","40","27"
"KZ000036870","ALMATY, KZ","2014-11-13","34","40",
"KZ000036870","ALMATY, KZ","2014-11-14","36","44","27"
"KZ000036870","ALMATY, KZ","2014-11-15","39","47","32"
"KZ000036870","ALMATY, KZ","2014-11-16","37","45","27"
"KZ000036870","ALMATY, KZ","2014-11-17","41","52",
"KZ000036870","ALMATY, KZ","2014-11-18","38","46",
"KZ000036870","ALMATY, KZ","2014-11-19","29","34","25"
"KZ000036870","ALMATY, KZ","2014-11-20","35",,"30"
"KZ000036870","ALMATY, KZ","2014-11-21","36","43",
"KZ000036870","ALMATY, KZ","2014-11-22","35","42",
"KZ000036870","ALMATY, KZ","2014-11-23","36","43","27"
"KZ000036870","ALMATY, KZ","2014-11-24","39","46","33"
"KZ000036870","ALMATY, KZ","2014-11-25","25","46",
"KZ000036870","ALMATY, KZ","2014-11-26","17","22","13"
"KZ000036870","ALMATY, KZ","2014-11-27","21","28","13"
"KZ000036870","ALMATY, KZ","2014-11-28","17","23",
"KZ000036870","ALMATY, KZ","2014-11-29","16","21","9"
"KZ000036870","ALMATY, KZ","2014-11-30","28","42","14"
"KZ000036870","ALMATY, KZ","2014-12-01","25","28",
"KZ000036870","ALMATY, KZ","2014-12-02","30","39","22"
"KZ000036870","ALMATY, KZ","2014-12-03","36","44","26"
"KZ000036870","ALMATY, KZ","2014-12-04","28","32",
"KZ000036870","ALMATY, KZ","2014-12-05","22","28",
"KZ000036870","ALMATY, KZ","2014-12-06","29","37","16"
"KZ000036870","ALMATY, KZ","2014-12-07","22","32",
"KZ000036870","ALMATY, KZ","2014-12-08","12","17",
"KZ000036870","ALMATY, KZ","2014-12-09","15","25","7"
"KZ000036870","ALMATY, KZ","2014-12-10","16","25","9"
"KZ000036870","ALMATY, KZ","2014-12-11","15","25","8"
"KZ000036870","ALMATY, KZ","2014-12-12","22","33","10"
"KZ000036870","ALMATY, KZ","2014-12-13","19","27",
"KZ000036870","ALMATY, KZ","2014-12-14","14","23","9"
"KZ000036870","ALMATY, KZ","2014-12-15","15","26","8"
"KZ000036870","ALMATY, KZ","2014-12-16","22","33","11"
"KZ000036870","ALMATY, KZ","2014-12-17","23","30","19"
"KZ000036870","ALMATY, KZ","2014-12-18","28","37","20"
"KZ000036870","ALMATY, KZ","2014-12-19","32","38","26"
"KZ000036870","ALMATY, KZ","2014-12-20","33","39","28"
"KZ000036870","ALMATY, KZ","2014-12-21","33","43","27"
"KZ000036870","ALMATY, KZ","2014-12-22","30","39",
"KZ000036870","ALMATY, KZ","2014-12-23","28","36","23"
"KZ000036870","ALMATY, KZ","2014-12-24","33","44","24"
"KZ000036870","ALMATY, KZ","2014-12-25","38","42","30"
"KZ000036870","ALMATY, KZ","2014-12-26","34","41",
"KZ000036870","ALMATY, KZ","2014-12-27","32","44","26"
"KZ000036870","ALMATY, KZ","2014-12-28","29","42",
"KZ000036870","ALMATY, KZ","2014-12-29","25","31",
"KZ000036870","ALMATY, KZ","2014-12-30","38","50","20"
"KZ000036870","ALMATY, KZ","2014-12-31","32","41",
"KZ000036870","ALMATY, KZ","2015-01-01","39","50","26"
"KZ000036870","ALMATY, KZ","2015-01-02","34","46",
"KZ000036870","ALMATY, KZ","2015-01-03","26","32",
"KZ000036870","ALMATY, KZ","2015-01-04","25","33","17"
"KZ000036870","ALMATY, KZ","2015-01-05","35","45","22"
"KZ000036870","ALMATY, KZ","2015-01-06","38","47","29"
"KZ000036870","ALMATY, KZ","2015-01-07","34","44",
"KZ000036870","ALMATY, KZ","2015-01-08","37","51","26"
"KZ000036870","ALMATY, KZ","2015-01-09","39","52","33"
"KZ000036870","ALMATY, KZ","2015-01-10","28",,
"KZ000036870","ALMATY, KZ","2015-01-11","31",,"25"
"KZ000036870","ALMATY, KZ","2015-01-12","34","38",
"KZ000036870","ALMATY, KZ","2015-01-13","30","35",
"KZ000036870","ALMATY, KZ","2015-01-14","36","50","23"
"KZ000036870","ALMATY, KZ","2015-01-15","30","36",
"KZ000036870","ALMATY, KZ","2015-01-16","24","32","19"
"KZ000036870","ALMATY, KZ","2015-01-17","32",,"19"
"KZ000036870","ALMATY, KZ","2015-01-18","37","46","28"
"KZ000036870","ALMATY, KZ","2015-01-19","29","38","26"
"KZ000036870","ALMATY, KZ","2015-01-20","30",,"25"
"KZ000036870","ALMATY, KZ","2015-01-21","26","31",
"KZ000036870","ALMATY, KZ","2015-01-22","29","36","20"
"KZ000036870","ALMATY, KZ","2015-01-23","29","35",
"KZ000036870","ALMATY, KZ","2015-01-24","21","28",
"KZ000036870","ALMATY, KZ","2015-01-25","14","20",
"KZ000036870","ALMATY, KZ","2015-01-26","10","19",
"KZ000036870","ALMATY, KZ","2015-01-27","8","17","1"
"KZ000036870","ALMATY, KZ","2015-01-28","7","15","0"
"KZ000036870","ALMATY, KZ","2015-01-29","9","19","0"
"KZ000036870","ALMATY, KZ","2015-01-30","18","32","8"
"KZ000036870","ALMATY, KZ","2015-01-31","25","36","15"
"KZ000036870","ALMATY, KZ","2015-02-01","25","35","20"
"KZ000036870","ALMATY, KZ","2015-02-02","24","33",
"KZ000036870","ALMATY, KZ","2015-02-03","21","29","16"
"KZ000036870","ALMATY, KZ","2015-02-04","24","33","17"
"KZ000036870","ALMATY, KZ","2015-02-05","24","35","17"
"KZ000036870","ALMATY, KZ","2015-02-06","31","44","17"
"KZ000036870","ALMATY, KZ","2015-02-07","36","41","28"
"KZ000036870","ALMATY, KZ","2015-02-08","33","40",
"KZ000036870","ALMATY, KZ","2015-02-09","36","43","24"
"KZ000036870","ALMATY, KZ","2015-02-10","45","58","34"
"KZ000036870","ALMATY, KZ","2015-02-11","46","55","37"
"KZ000036870","ALMATY, KZ","2015-02-12","45","55",
"KZ000036870","ALMATY, KZ","2015-02-13","35",,
"KZ000036870","ALMATY, KZ","2015-02-14","35","45","24"
"KZ000036870","ALMATY, KZ","2015-02-15","39","48","34"
"KZ000036870","ALMATY, KZ","2015-02-16","41","51",
"KZ000036870","ALMATY, KZ","2015-02-17","33","36",
"KZ000036870","ALMATY, KZ","2015-02-18","36","45","29"
"KZ000036870","ALMATY, KZ","2015-02-19","33","38","27"
"KZ000036870","ALMATY, KZ","2015-02-20","35","44","24"
"KZ000036870","ALMATY, KZ","2015-02-21","40","50","28"
"KZ000036870","ALMATY, KZ","2015-02-22","36","39","34"
"KZ000036870","ALMATY, KZ","2015-02-23","38","43","34"
"KZ000036870","ALMATY, KZ","2015-02-24","36","43",
"KZ000036870","ALMATY, KZ","2015-02-25","35","41","32"
"KZ000036870","ALMATY, KZ","2015-02-26","31","35",
"KZ000036870","ALMATY, KZ","2015-02-27","30","36","26"
"KZ000036870","ALMATY, KZ","2015-02-28","31","41","23"
"KZ000036870","ALMATY, KZ","2015-03-01","33","42","25"
"KZ000036870","ALMATY, KZ","2015-03-02","33","44","26"
"KZ000036870","ALMATY, KZ","2015-03-03","38","42","28"
"KZ000036870","ALMATY, KZ","2015-03-04","43","54","33"
"KZ000036870","ALMATY, KZ","2015-03-05","43","54","32"
"KZ000036870","ALMATY, KZ","2015-03-06","44","54","34"
"KZ000036870","ALMATY, KZ","2015-03-07","42","53","35"
"KZ000036870","ALMATY, KZ","2015-03-08","36","42",
"KZ000036870","ALMATY, KZ","2015-03-09","35","39","32"
"KZ000036870","ALMATY, KZ","2015-03-10","37","50",
"KZ000036870","ALMATY, KZ","2015-03-11","34","40","27"
"KZ000036870","ALMATY, KZ","2015-03-12","29","35",
"KZ000036870","ALMATY, KZ","2015-03-13","34","45","21"
"KZ000036870","ALMATY, KZ","2015-03-14","41","59","29"
"KZ000036870","ALMATY, KZ","2015-03-15","37","45",
"KZ000036870","ALMATY, KZ","2015-03-16","34","39",
"KZ000036870","ALMATY, KZ","2015-03-17","38","46","28"
"KZ000036870","ALMATY, KZ","2015-03-18","41","53","34"
"KZ000036870","ALMATY, KZ","2015-03-19","47","58","32"
"KZ000036870","ALMATY, KZ","2015-03-20","49","61","39"
"KZ000036870","ALMATY, KZ","2015-03-21","48","56",
"KZ000036870","ALMATY, KZ","2015-03-22","54","68","40"
"KZ000036870","ALMATY, KZ","2015-03-23","60","75","47"
"KZ000036870","ALMATY, KZ","2015-03-24","50","63",
"KZ000036870","ALMATY, KZ","2015-03-25","47","54","37"
"KZ000036870","ALMATY, KZ","2015-03-26","46","54","41"
"KZ000036870","ALMATY, KZ","2015-03-27","47","53","40"
"KZ000036870","ALMATY, KZ","2015-03-28","48","55","42"
"KZ000036870","ALMATY, KZ","2015-03-29","34","46",
"KZ000036870","ALMATY, KZ","2015-03-30","17","20",
"KZ000036870","ALMATY, KZ","2015-03-31","23","30","11"
"KZ000036870","ALMATY, KZ","2015-04-01","29","36","20"
"KZ000036870","ALMATY, KZ","2015-04-02","31","37","27"
"KZ000036870","ALMATY, KZ","2015-04-03","39","49","27"
"KZ000036870","ALMATY, KZ","2015-04-04","48","56","36"
"KZ000036870","ALMATY, KZ","2015-04-05","53","65","44"
"KZ000036870","ALMATY, KZ","2015-04-06","54","67","43"
"KZ000036870","ALMATY, KZ","2015-04-07","56","68","47"
"KZ000036870","ALMATY, KZ","2015-04-29","59","69","48"
"KZ000036870","ALMATY, KZ","2015-04-30","59","67","48"
"KZ000036870","ALMATY, KZ","2015-05-01","60","68","50"
"KZ000036870","ALMATY, KZ","2015-05-02","60","68",
"KZ000036870","ALMATY, KZ","2015-05-03","62","74","53"
"KZ000036870","ALMATY, KZ","2015-05-04","65","76","51"
"KZ000036870","ALMATY, KZ","2015-05-05","68","74","55"
"KZ000036870","ALMATY, KZ","2015-05-06","72","83","59"
"KZ000036870","ALMATY, KZ","2015-05-07","73","84","63"
"KZ000036870","ALMATY, KZ","2015-05-08","75","86","63"
"KZ000036870","ALMATY, KZ","2015-05-09","59","72",
"KZ000036870","ALMATY, KZ","2015-05-10","65","71","53"
"KZ000036870","ALMATY, KZ","2015-05-11","68","75","60"
"KZ000036870","ALMATY, KZ","2015-05-12","69","82",
"KZ000036870","ALMATY, KZ","2015-05-13","66","77","60"
"KZ000036870","ALMATY, KZ","2015-05-14","73","82","58"
"KZ000036870","ALMATY, KZ","2015-05-15","72","81","62"
"KZ000036870","ALMATY, KZ","2015-05-16","71","86",
"KZ000036870","ALMATY, KZ","2015-05-17","59","65",
"KZ000036870","ALMATY, KZ","2015-05-18","65","72","54"
"KZ000036870","ALMATY, KZ","2015-05-19","65","78","56"
"KZ000036870","ALMATY, KZ","2015-05-20","70","79","52"
"KZ000036870","ALMATY, KZ","2015-05-21","65","77","54"
"KZ000036870","ALMATY, KZ","2015-05-22","59","63","56"
"KZ000036870","ALMATY, KZ","2015-05-23","62","74",
"KZ000036870","ALMATY, KZ","2015-05-24","64","73","52"
"KZ000036870","ALMATY, KZ","2015-05-25","66","75","56"
"KZ000036870","ALMATY, KZ","2015-05-26","63","70",
"KZ000036870","ALMATY, KZ","2015-05-27","65","77","55"
"KZ000036870","ALMATY, KZ","2015-05-28","68","79","54"
"KZ000036870","ALMATY, KZ","2015-05-29","70","80","57"
"KZ000036870","ALMATY, KZ","2015-05-30","71","81","60"
"KZ000036870","ALMATY, KZ","2015-05-31","68","79","60"
"KZ000036870","ALMATY, KZ","2015-06-01","65","76","56"
"KZ000036870","ALMATY, KZ","2015-06-02","67","77","52"
"KZ000036870","ALMATY, KZ","2015-06-03","71","83","55"
"KZ000036870","ALMATY, KZ","2015-06-04","76","87","62"
"KZ000036870","ALMATY, KZ","2015-06-05","79","89","66"
"KZ000036870","ALMATY, KZ","2015-06-06","81","93","69"
"KZ000036870","ALMATY, KZ","2015-06-07","78","88",
"KZ000036870","ALMATY, KZ","2015-06-08","81","94",
"KZ000036870","ALMATY, KZ","2015-06-09","60","68","51"
"KZ000036870","ALMATY, KZ","2015-06-10","62","71","51"
"KZ000036870","ALMATY, KZ","2015-06-11","68","80","52"
"KZ000036870","ALMATY, KZ","2015-06-12","77","89","59"
"KZ000036870","ALMATY, KZ","2015-06-13","77","87","70"
"KZ000036870","ALMATY, KZ","2015-06-14","73","88",
"KZ000036870","ALMATY, KZ","2015-06-15","62","72",
"KZ000036870","ALMATY, KZ","2015-06-16","65","75","52"
"KZ000036870","ALMATY, KZ","2015-06-17","69","79","53"
"KZ000036870","ALMATY, KZ","2015-06-18","71","83","57"
"KZ000036870","ALMATY, KZ","2015-06-19","75","86","59"
"KZ000036870","ALMATY, KZ","2015-06-20","77","88","64"
"KZ000036870","ALMATY, KZ","2015-06-21","79","87","66"
"KZ000036870","ALMATY, KZ","2015-06-22","74","85","67"
"KZ000036870","ALMATY, KZ","2015-06-23","77","90","63"
"KZ000036870","ALMATY, KZ","2015-06-24","77","85","67"
"KZ000036870","ALMATY, KZ","2015-06-25","73","79",
"KZ000036870","ALMATY, KZ","2015-06-26","67","72","62"
"KZ000036870","ALMATY, KZ","2015-06-27","70","75","63"
"KZ000036870","ALMATY, KZ","2015-06-28","73","84","65"
"KZ000036870","ALMATY, KZ","2015-06-29","79","90","67"
"KZ000036870","ALMATY, KZ","2015-06-30","81","91","69"
"KZ000036870","ALMATY, KZ","2015-07-01","82","93","68"
"KZ000036870","ALMATY, KZ","2015-07-02","84","95","77"
"KZ000036870","ALMATY, KZ","2015-07-03","87","98","76"
"KZ000036870","ALMATY, KZ","2015-07-04","84","95",
"KZ000036870","ALMATY, KZ","2015-07-05","69","84",
"KZ000036870","ALMATY, KZ","2015-07-06","68","77","53"
"KZ000036870","ALMATY, KZ","2015-07-07","75","83","60"
"KZ000036870","ALMATY, KZ","2015-07-08","83","96","69"
"KZ000036870","ALMATY, KZ","2015-07-09","79","87","69"
"KZ000036870","ALMATY, KZ","2015-07-10","75","83",
"KZ000036870","ALMATY, KZ","2015-07-11","69","80","60"
"KZ000036870","ALMATY, KZ","2015-07-12","76","87","60"
"KZ000036870","ALMATY, KZ","2015-07-13","85","96","71"
"KZ000036870","ALMATY, KZ","2015-07-14","86","98","74"
"KZ000036870","ALMATY, KZ","2015-07-15","88","98","72"
"KZ000036870","ALMATY, KZ","2015-07-16","87","99","75"
"KZ000036870","ALMATY, KZ","2015-07-17","85","99","75"
"KZ000036870","ALMATY, KZ","2015-07-18","86","99","74"
"KZ000036870","ALMATY, KZ","2015-07-19","85","98","76"
"KZ000036870","ALMATY, KZ","2015-07-20","83","91","73"
"KZ000036870","ALMATY, KZ","2015-07-21","88","98",
"KZ000036870","ALMATY, KZ","2015-07-22","79","85","74"
"KZ000036870","ALMATY, KZ","2015-07-23","80","86","74"
"KZ000036870","ALMATY, KZ","2015-07-24","83","95","76"
"KZ000036870","ALMATY, KZ","2015-07-25","83","95",
"KZ000036870","ALMATY, KZ","2015-07-26","80","91","66"
"KZ000036870","ALMATY, KZ","2015-07-27","86","99","72"
"KZ000036870","ALMATY, KZ","2015-07-28","80","94",
"KZ000036870","ALMATY, KZ","2015-07-29","81","94","66"
"KZ000036870","ALMATY, KZ","2015-07-30","78","91","64"
"KZ000036870","ALMATY, KZ","2015-07-31","78","86","65"
"KZ000036870","ALMATY, KZ","2015-08-01","79","88","70"
"KZ000036870","ALMATY, KZ","2015-08-02","82","92","69"
"KZ000036870","ALMATY, KZ","2015-08-03","82","94","73"
"KZ000036870","ALMATY, KZ","2015-08-04","84","96","71"
"KZ000036870","ALMATY, KZ","2015-08-05","87","101","72"
"KZ000036870","ALMATY, KZ","2015-08-06","88","99",
"KZ000036870","ALMATY, KZ","2015-08-07","88","98","75"
"KZ000036870","ALMATY, KZ","2015-08-08","77","90",
"KZ000036870","ALMATY, KZ","2015-08-09","74","83","64"
"KZ000036870","ALMATY, KZ","2015-08-10","74","81","61"
"KZ000036870","ALMATY, KZ","2015-08-11","77","86","68"
"KZ000036870","ALMATY, KZ","2015-08-12","79","90","63"
"KZ000036870","ALMATY, KZ","2015-08-13","78","97",
"KZ000036870","ALMATY, KZ","2015-08-14","58","61",
"KZ000036870","ALMATY, KZ","2015-08-15","63","74","50"
"KZ000036870","ALMATY, KZ","2015-08-16","70","83","55"
"KZ000036870","ALMATY, KZ","2015-08-17","75","87","62"
"KZ000036870","ALMATY, KZ","2015-08-18","81","94","67"
"KZ000036870","ALMATY, KZ","2015-08-19","84","97","71"
"KZ000036870","ALMATY, KZ","2015-08-20","88","103","75"
"KZ000036870","ALMATY, KZ","2015-08-21","85","97","74"
"KZ000036870","ALMATY, KZ","2015-08-22","65","78",
"KZ000036870","ALMATY, KZ","2015-08-23","65","74",
"KZ000036870","ALMATY, KZ","2015-08-24","67","77","56"
"KZ000036870","ALMATY, KZ","2015-08-25","75","86","61"
"KZ000036870","ALMATY, KZ","2015-08-26","63","72","54"
"KZ000036870","ALMATY, KZ","2015-08-27","65","75","53"
"KZ000036870","ALMATY, KZ","2015-08-28","61","68",
"KZ000036870","ALMATY, KZ","2015-08-29","65","72","54"
"KZ000036870","ALMATY, KZ","2015-08-30","69","79","58"
"KZ000036870","ALMATY, KZ","2015-08-31","71","82","58"
"KZ000036870","ALMATY, KZ","2015-09-01","75","86","62"
"KZ000036870","ALMATY, KZ","2015-09-02","74","87","60"
"KZ000036870","ALMATY, KZ","2015-09-03","56","61",
"KZ000036870","ALMATY, KZ","2015-09-04","64","74","51"
"KZ000036870","ALMATY, KZ","2015-09-05","54","62",
"KZ000036870","ALMATY, KZ","2015-09-06","59","70","46"
"KZ000036870","ALMATY, KZ","2015-09-07","62","73","49"
"KZ000036870","ALMATY, KZ","2015-09-08","65","76","51"
"KZ000036870","ALMATY, KZ","2015-09-09","68","81","56"
"KZ000036870","ALMATY, KZ","2015-09-10","68","82","53"
"KZ000036870","ALMATY, KZ","2015-09-11","78","92","58"
"KZ000036870","ALMATY, KZ","2015-09-12","77","92",
"KZ000036870","ALMATY, KZ","2015-09-13","56","61",
"KZ000036870","ALMATY, KZ","2015-09-14","56","64",
"KZ000036870","ALMATY, KZ","2015-09-15","54","67","44"
"KZ000036870","ALMATY, KZ","2015-09-16","57","69","43"
"KZ000036870","ALMATY, KZ","2015-09-17","66","79","47"
"KZ000036870","ALMATY, KZ","2015-09-18","69","82","57"
"KZ000036870","ALMATY, KZ","2015-09-19","59","62",
"KZ000036870","ALMATY, KZ","2015-09-20","62","72","57"
"KZ000036870","ALMATY, KZ","2015-09-21","62","75",
"KZ000036870","ALMATY, KZ","2015-09-22","60","71",
"KZ000036870","ALMATY, KZ","2015-09-23","53","63",
"KZ000036870","ALMATY, KZ","2015-09-24","53","68","41"
"KZ000036870","ALMATY, KZ","2015-09-25","54","67",
"KZ000036870","ALMATY, KZ","2015-09-26","53","66","40"
"KZ000036870","ALMATY, KZ","2015-09-27","49","63","41"
"KZ000036870","ALMATY, KZ","2015-09-28","40","44",
"KZ000036870","ALMATY, KZ","2015-09-29","44","55","31"
"KZ000036870","ALMATY, KZ","2015-09-30","53","69","35"
"KZ000036870","ALMATY, KZ","2015-10-01","61","77","48"
"KZ000036870","ALMATY, KZ","2015-10-02","67","78","51"
"KZ000036870","ALMATY, KZ","2015-10-03","67","79","58"
"KZ000036870","ALMATY, KZ","2015-10-04","70","79","59"
"KZ000036870","ALMATY, KZ","2015-10-05","55","67",
"KZ000036870","ALMATY, KZ","2015-10-06","51","65","39"
"KZ000036870","ALMATY, KZ","2015-10-07","62","79","43"
"KZ000036870","ALMATY, KZ","2015-10-08","72","86","53"
"KZ000036870","ALMATY, KZ","2015-10-09","72","90","61"
"KZ000036870","ALMATY, KZ","2015-10-10","71","82","62"
"KZ000036870","ALMATY, KZ","2015-10-11","60","68",
"KZ000036870","ALMATY, KZ","2015-10-12","53","60",
"KZ000036870","ALMATY, KZ","2015-10-13","58","68","46"
"KZ000036870","ALMATY, KZ","2015-10-14","43","49",
"KZ000036870","ALMATY, KZ","2015-10-15","40",,"35"
"KZ000036870","ALMATY, KZ","2015-10-16","51","59","39"
"KZ000036870","ALMATY, KZ","2015-10-17","51","60",
"KZ000036870","ALMATY, KZ","2015-10-18","41",,
"KZ000036870","ALMATY, KZ","2015-10-19","38","41",
"KZ000036870","ALMATY, KZ","2015-10-20","43","55","31"
"KZ000036870","ALMATY, KZ","2015-10-21","49","60","34"
"KZ000036870","ALMATY, KZ","2015-10-22","38",,
"KZ000036870","ALMATY, KZ","2015-10-23","36","40","32"
"KZ000036870","ALMATY, KZ","2015-10-24","36","45","29"
"KZ000036870","ALMATY, KZ","2015-10-25","39","50","27"
"KZ000036870","ALMATY, KZ","2015-10-26","43","56","32"
"KZ000036870","ALMATY, KZ","2015-10-27","50","64","36"
"KZ000036870","ALMATY, KZ","2015-10-28","57","65","43"
"KZ000036870","ALMATY, KZ","2015-10-29","54","62",
"KZ000036870","ALMATY, KZ","2015-10-30","56","71","45"
"KZ000036870","ALMATY, KZ","2015-10-31","49","54",
"KZ000036870","ALMATY, KZ","2015-11-01","44","53",
"KZ000036870","ALMATY, KZ","2015-11-02","31","36",
"KZ000036870","ALMATY, KZ","2015-11-03","31","35","24"
"KZ000036870","ALMATY, KZ","2015-11-04","37","44",
"KZ000036870","ALMATY, KZ","2015-11-05","37","44","30"
"KZ000036870","ALMATY, KZ","2015-11-06","39","47","33"
"KZ000036870","ALMATY, KZ","2015-11-07","42","58","33"
"KZ000036870","ALMATY, KZ","2015-11-08","33",,
"KZ000036870","ALMATY, KZ","2015-11-09","35","45","26"
"KZ000036870","ALMATY, KZ","2015-11-10","41","53","32"
"KZ000036870","ALMATY, KZ","2015-11-11","48","60","36"
"KZ000036870","ALMATY, KZ","2015-11-12","50","55","44"
"KZ000036870","ALMATY, KZ","2015-11-13","45","53",
"KZ000036870","ALMATY, KZ","2015-11-14","39","46",
"KZ000036870","ALMATY, KZ","2015-11-15","39","47","32"
"KZ000036870","ALMATY, KZ","2015-11-16","35","41","30"
"KZ000036870","ALMATY, KZ","2015-11-17","39","47","33"
"KZ000036870","ALMATY, KZ","2015-11-18","44",,"34"
"KZ000036870","ALMATY, KZ","2015-11-19","44","48","42"
"KZ000036870","ALMATY, KZ","2015-11-20","36",,
"KZ000036870","ALMATY, KZ","2015-11-21","37","38","33"
"KZ000036870","ALMATY, KZ","2015-11-22","35","36","34"
"KZ000036870","ALMATY, KZ","2015-11-23","36","42",
"KZ000036870","ALMATY, KZ","2015-11-24","35","42","30"
"KZ000036870","ALMATY, KZ","2015-11-25","33","38","28"
"KZ000036870","ALMATY, KZ","2015-11-26","33","38","29"
"KZ000036870","ALMATY, KZ","2015-11-27","36","44","28"
"KZ000036870","ALMATY, KZ","2015-11-28","44","52","35"
"KZ000036870","ALMATY, KZ","2015-11-29","46","59",
"KZ000036870","ALMATY, KZ","2015-11-30","40","53",
"KZ000036870","ALMATY, KZ","2015-12-01","35","44","30"
"KZ000036870","ALMATY, KZ","2015-12-02","44","56","33"
"KZ000036870","ALMATY, KZ","2015-12-03","45","50","38"
"KZ000036870","ALMATY, KZ","2015-12-04","47","57","39"
"KZ000036870","ALMATY, KZ","2015-12-05","47","63",
"KZ000036870","ALMATY, KZ","2015-12-06","34","37",
"KZ000036870","ALMATY, KZ","2015-12-07","34","40","27"
"KZ000036870","ALMATY, KZ","2015-12-08","35","45","29"
