"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"KZ000036870","ALMATY, KZ","2015-12-09","36","40","33"
"KZ000036870","ALMATY, KZ","2015-12-10","29",,
"KZ000036870","ALMATY, KZ","2015-12-11","22",,
"KZ000036870","ALMATY, KZ","2015-12-12","20","27","14"
"KZ000036870","ALMATY, KZ","2015-12-13","20","29","14"
"KZ000036870","ALMATY, KZ","2015-12-14","20","29","14"
"KZ000036870","ALMATY, KZ","2015-12-15","27","40","16"
"KZ000036870","ALMATY, KZ","2015-12-16","31","40","19"
"KZ000036870","ALMATY, KZ","2015-12-17","33","45",
"KZ000036870","ALMATY, KZ","2015-12-18","32","41","27"
"KZ000036870","ALMATY, KZ","2015-12-19","23",,
"KZ000036870","ALMATY, KZ","2015-12-20","27","34",
"KZ000036870","ALMATY, KZ","2015-12-21","23","30","16"
"KZ000036870","ALMATY, KZ","2015-12-22","32","40","24"
"KZ000036870","ALMATY, KZ","2015-12-23","30","37","25"
"KZ000036870","ALMATY, KZ","2015-12-24","35",,"25"
"KZ000036870","ALMATY, KZ","2015-12-25","37","42",
"KZ000036870","ALMATY, KZ","2015-12-26","36","45","27"
"KZ000036870","ALMATY, KZ","2015-12-27","32","36",
"KZ000036870","ALMATY, KZ","2015-12-28","33","42","22"
"KZ000036870","ALMATY, KZ","2015-12-29","35","44","31"
"KZ000036870","ALMATY, KZ","2015-12-30","38","43","31"
"KZ000036870","ALMATY, KZ","2015-12-31","34","40","28"
